,서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일,지원대상,지원내용,신청방법
10,62,가출청소년 보호지원 쉼터 운영 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=62,가출 청소년을 보호하고 상담이나 교육문화활동 지원을 통해 비행이나 탈선을 예방하여 가정복귀와 사회적응을 돕습니다.,"청소년상담복지센터, 한국청소년상담복지개발원 한국청소년상담복지개발원(www.kyci.or.kr)",한국청소년상담복지개발원 1388,여성가족부,청소년자립지원과,2018,2018-02-19,"
가출하여 생활하고 있거나 일정한 거주지가 없는 청소년을 지원합니다.
","
가출청소년들이 머무르며 생활을 할 수 있는 쉼터 입소를 지원합니다.
위험으로부터 청소년을 보호하고, 자립하여 생활할 수 있도록 지원합니다.
가정과 학교로 돌아갈 수 있도록 지원합니다.
청소년의 꿈과 진로모색을 위한 문화여가생활을 지원합니다.
","
지자체, 청소년 쉼터 및 청소년자립지원관에 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
지자체, 청소년 쉼터 및 청소년자립지원관을 방문하여 상담을 받고 서비스 신청

2 사실조사 및 심사 
지자체, 청소년 쉼터 및 청소년자립지원관에서 사실을 조사하고 심사

3 서비스 결정 
지자체, 청소년 쉼터 및 청소년자립지원관에서 서비스를 결정

4 서비스 제공 
지자체, 청소년 쉼터 및 청소년자립지원관에서 서비스를 제공

"
11,222,개발제한구역 거주민 생활비용보조사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=222,개발제한구역 지정으로 생활의 불편을 겪는 구역 내 저소득 주민에게 보전부담금을 재원으로 생활비용을 보조합니다.,국토교통부 http://www.molit.go.kr/happyhouse,국토교통부 1599-0001,국토교통부,녹색도시과,2019,2019-02-25,"
다음에 해당하는 사람으로서 해당 가구의 월평균 소득금액이 통계청장이 공표한 전년도 통계자료를 기준으로 도시지역 가구당 월평균 소득 이하인 세대의 세대주에게 지원합니다.
		
지정당시거주자
지정당시거주자의 자녀 또는 배우자로서 출생 또는 혼인 이후 그와 함께 개발제한구역에서 계속하여 거주한 사람(지정당시거주자인 세대주가 사망한 경우에 한정)
자녀 또는 배우자가 생업을 목적으로 3년 이하의 기간 동안 개발제한구역 밖에 거주한 경우 또는 학업을 목적으로 개발제한구역 밖에 거주한 경우에는 개발제한구역에서 계속하여 거주한 자



개발제한구역 지정당시거주 가구 중 통계청이 발표한 전년도 도시지역 가구당 월평균 소득액* 이하인 세대인 경우에 선정합니다.
		* 2019. 1. 1～2019. 12. 31 기간 중 사용한 생활비용 보조는 전년도(2018년) 통계청 발표자료(4,749,664원) 기준
","
학자금, 전기료, 건강보험료, 정보통신비, 의료비, 상하수도비 등 생활비용에 대해 세대당 일 년에 1회 60만원 한도로 지원합니다.
'19년에 사용한 학자금, 전기료, 건강보험료 등 생활비용을 '20년 개발제한구역 주민지원사업 예산으로 지원합니다.
","
거주지 관할 읍/면/동 주민센터에 직접 방문하거나 우편으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 신청 
읍/면/동 주민센터에 생활비용을 신청

2 소득재산 조사 
시/군/구청 통합지원팀이 소득재산을 조사

3 지원대상자 결정 
시/군/구청에서 지원대상자를 결정

4 보조금 지급 
중앙행정기관(국토교통부)에서 보조금을 지급

"
12,63,건강가정지원센터운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=63,지역주민의 특성을 고려한 맞춤형 가족지원서비스를 제공하여 가족의 안정성 강화 및 가족관계 증진을 돕습니다.,지방건강가정지원센터 http://www.familynet.or.kr,지방건강가정지원센터 1577-9337,여성가족부,가족정책과,2019,2019-03-11,"
해당서비스를 신청한 대한민국 국민을 지원합니다.
","
가정 내에서 발생하는 가족 간의 갈등 및 문제해결을 위한 가족상담 서비스를 지원합니다.
생애주기별 부모교육이나 아버지 교육 등 건강한 가정을 위한 가족교육을 지원합니다.
가족이 함께 참여할 수 있는 가족문화프로그램을 지원합니다.
","
건강가정지원센터에 직접 방문하거나 전화, 인터넷으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 제공 
건강가정지원센터에서 서비스를 제공

"
13,124,결혼이민자 통번역 서비스,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=124,입국초기의 결혼이민자와 다문화가족이 생활 속에서 의사소통에 불편함이 없도록 통역과 번역 서비스를 지원합니다.,,다누리 콜센터 1577-1366,여성가족부,다문화가족과,2019,2019-02-18,"
한국말이 서툰 결혼이민자의 가족·사회생활에 필요한 의사소통을 지원하기 위한 다문화가족 및 다문화가족을 직·간접적으로 지원하는 개인 또는 기관을 지원합니다.
","
결혼 이민자의 주요 출신국 언어로 결혼이민자의 가족·사회생활에 필요한 의사소통을 지원하기 위한 통역과 번역 서비스를 제공합니다.
		* 제공언어 : 결혼이민자 주요 출신국 언어(베트남어, 중국어, 필리핀어, 몽골어, 태국어, 러시아어, 인도네시아어, 캄보디아어, 일본어, 네팔어 등)
다문화가족 입국초기상담, 통역 및 번역지원, 가족 간 의사소통 및 생활상담을 제공합니다.
행정ㆍ사법기관ㆍ공공기관 이용 시, 통ㆍ번역 위기 상황 시 긴급지원을 제공합니다.
","
다문화가족지원센터에 방문하거나 전화, 우편, 이메일 등으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
다문화가족지원센터에서 초기상담을 받고 서비스 신청

2 사실조사 및 심사 
다문화가족지원센터에서 대상자 사실조사 및 심사

3 서비스 결정 
다문화가족지원센터에서 서비스 결정

4 서비스 제공 
다문화가족지원센터에서 서비스 제공

"
14,16491,경계선지능아동 자립지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16491,"경계선지능아동에 특화된 자립지원서비스를 제공하여 자립능력을 향상하고, 전문인력 양성을 통해 경계선지능아동에게 양질의 맞춤형 서비스 제공합니다.",보건복지부 콜센터 http://www.129.go.kr 아동자립지원단 http://jarip.kohi.or.kr,보건복지부 콜센터 129,보건복지부,아동권리과,2019,2019-04-03,"
경계선지능아동과 아동복지시설 및 종사자에게 지원합니다.

경계선지능아동은 다음과 같습니다.
		
종합심리검사 결과 경계선지능아동으로 진단받은 아동복지시설 보호아동 중 종합심사를 거쳐 최종 선정된 자


아동복지시설 및 종사자는 다음과 같습니다.
		
경계선지능아동 자립지원 사업 대상 시설로 선정된 아동양육시설, 공동생활가정 및 경계선지능아동 돌봄에 참여하는 종사자


","
경계선지능아동 자립지원 대상자에게 다음과 같이 지원됩니다.
		
사업대상 아동 선정을 위한 선별체크리스트 검사 및 종합심리검사 지원
선정아동 대상 맞춤형 사례관리서비스 제공
경계선지능아동지도사 양성·보수 교육을 통해 전문 인력 양성


","
아동권리보장원(자립지원부)에 문의하고, 신청합니다.
"
15,195,고교학비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=195,형편이 어려운 저소득층 가정의 자녀에게 교육의 기회를 보장하기 위해서 학비를 지원합니다.,교육비 원클릭 신청 시스템 상담센터 https://oneclick.moe.go.kr,교육비 원클릭신청시스템 상담센터 1544-9654,교육부,교육복지정책과,2019,2019-02-22,"
다음에 해당하면 학비를 지원합니다.
		
저소득층 수급 자격을 보유하거나, 가구의 소득인정액이 지원기준에 해당하는 학생(단, 시/도교육청별로 지원 범위 다름)
각 학교별 학교장 추천이 결정된 학생
법무부장관이 추천하는 난민 인정자 또는 그 자녀


다음의 경우에 해당하면 학비를 지원하지 않습니다.
		
공무원 및 기업체, 은행 등 직장에서 학비를 보조 받고 있는 경우
타 부처 및 지방자치단체, 공공기관 등에서 학비를 지원받고 있는 경우
일정 이상의 소득과 재산이 있어 학비 부담에 어려움이 없는 경우
기타 법령에 따라 학비 전액 또는 일부를 지원받고 있거나 받기로 예정된 경우



시/도 교육청의 여건에 따라 예산 범위 내에서 학비를 지원하기 때문에 시/도 교육청에 따라 지원범위가 다를 수 있습니다.
학생 또는 학생이 속한 가구원 중 1명 이상이 다음의 자격을 보유하면 저소득층 수급 자격 기준에 해당하므로 학비를 지원합니다.
		
생계급여, 의료급여, 주거급여, 교육급여 수급자이거나, 한부모가족보호대상자(법정 한부모)
법정 차상위 대상자(차상위 자활대상자, 차상위 본인부담 경감 대상자, 차상위 장애수당 대상자, 차상위 장애연금 대상자, 차상위계층확인서발급 대상자


소득인정액이 시/도 교육감이 정하는 기준(예: 중위소득의 60% 내외 등)에 해당하면 학비를 지원합니다.
학교장 추천 대상자*로 선정되면 학비를 지원합니다.
		* 교육비 지원을 신청하고 소득재산 조사 후 탈락하였으나 증빙이 곤란한 경제적 어려움으로 교육비 지원이 필요한 경우 학생복지심사위원회를 거쳐 학교장 추천 대상자로 선정된 학생
법무부장관이 추천하는 난민 인정자 또는 그 자녀의 경우에도 학비를 지원합니다.
","
고등학교의 입학금과 수업료, 학교운영지원비 납부를 면제합니다.
","
읍/면/동 주민센터를 방문하거나 인터넷(교육비 원클릭 신청시스템, 복지로)으로 초중고 교육비 지원을 신청합니다.
		
서비스 신청시, 가족의 금융정보 제공동의는 온라인신청(online.bokjiro.go.kr)으로도 가능합니다.



다음과 같은 순서로 지원합니다.

1 서비스 신청 
읍/면/동 주민센터에 방문하거나 온라인으로 서비스 신청

2 소득재산 조사 
시/군/구청에서 소득과 재산 여부를 조사한 후 심사

3 최종인원 확정 
교육청에서 최종인원을 확정

4 대상자에게 통보 
교육청에서 각 학교로 통보

"
16,114,고령층 정보화교육,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=114,정보활용에 취약한 고령층을 대상으로 IT활용 교육의 기회를 제공하여사회·경제적으로 자생력과 경쟁력을 갖출 수 있도록 교육사업과 사회통합프로그램을 운영합니다.,한국정보화진흥원 www.itstudy.or.kr,한국정보화진흥원 053-530-1114,과학기술정보통신부,정보활용지원팀,2019,2019-03-15,,"
지역별 민간단체 정보화교육기관 운영을 통한 기초 및 실용교육을 실시합니다.
","
17개 광역시·도에서 선정한 교육기관을 통해 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
17개 광역시·도에서 선정한 교육기관(한국정보화진흥원)에서 서비스 신청

2 사실조사 및 심사 
17개 광역시·도에서(교육기관 선정)에서 사실을 조사하고 심사

3 서비스 결정 
17개 광역시·도에서 선정한 교육기관(한국정보화진흥원)에서 서비스 여부 결정

4 서비스 제공 
17개 광역시·도에서 선정한 교육기관(한국정보화진흥원)에서 서비스를 제공

"
17,2,고엽제특별지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=2,생계가 곤란한 고엽제 후유증 환자의 자녀가 선천적 장애로 어려움을 겪지 않도록 생계를 지원하여 재활의욕을 북돋웁니다.,보훈상담센터 www.mpva.go.kr,보훈상담센터 1577-0606,국가보훈처,보훈의료과,2019,2019-01-22,"
생계가 곤란한 고엽제2세환자 및 고엽제후유증환자의 장애자녀를 지원합니다.
		(단, 고엽제 2세 환자 수당을 지원받고 있는 분은 제외됩니다.)

유공자 본인의 고엽제후유증 여부, 그 자녀의 장애여부, 생활수준조사결과 등을 종합적으로 검토하여 선정됩니다.
","
약 20만원 상당의 위문품(당해년도 예산범위내에서 단가 조정)을 지원합니다.
","
보훈지(방)청에 신청합니다.

다음과 같은 순서로 지원합니다.

1 사실조사 및 심사 
대상자가 신청하고 보훈지(방)청에서 사실을 조사하고 심사

2 서비스 결정 
보훈처본부에서 서비스 대상자를 결정

3 서비스 제공 
보훈지(방)청에서 지원금을 제공

"
18,269,고엽제환자2세수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=269,고엽제후유증환자의 자녀가 안정된 생활을 할 수 있도록 장애 정도에 따른 수당을 지원합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,보상정책과,2019,2019-01-22,"
고엽제후유의증 환자지원 적용 대상자로 결정, 등록된 자 및 이미 사망한 고엽제후유증환자로 인정된 자의 자녀로서, 월남전에 참전한 이후 또는 1967년 10월 9일부터 1970년 7월31일 사이에 남방한계선 인접지역에서 복무하였거나 고엽제 살포업무에 참가한 날 이후에 임신되어 출생한 자녀 중 고엽제 2세환자 질병이 있는 자를 지원합니다.

척추이분증, 말초신경병, 하지마비척추병변을 겪고 있는 고엽제 2세를 선정합니다.

은폐성 척추이분증은 선정 대상에서 제외
","
고엽제 후유증 2세 환자의 장애정도에 따라, 경도장애는 1,090,000원, 중등도장애는 1,357,000원, 고도장애는 1,747,000원의 수당을 지원합니다.
","
주소지 관할 보훈(지)청 또는 제주보훈청에 방문하거나 우편으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 보훈대상 등록신청 
보훈(지)청에 보훈대상 등록을 신청

2 보훈심사•결정 
보훈심사위원회에서 보훈대상을 심사하고 결정

3 보훈급여 신청 
보훈(지)청에 보훈급여를 신청

4 지원대상여부 확인 
보훈(지)청에서 지원대상 여부를 확인


5 보훈급여 지급 
보훈(지)청에서 보훈급여를 지급

"
19,268,고엽제후유의증수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=268,고엽제로 인한 후유증으로 질병 또는 장애가 있는 경우 후유의증 수당을 지원합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,보상정책과,2019,2019-01-22,"
1964년 7월 18일부터 1973년 3월 23일 사이에 월남전에 참전하여 고엽제 살포지역에서 군인이나 군무원으로서 복무하고 전역 또는 퇴직하였거나, 정부의 승인을 얻어 전투나 군의 작전에 종군한 기자로서 고엽제 질병이 있는 분을 지원합니다.
국내전방복무, 1967년 10월 9일부터 1970년 7월 31일 사이에 남방한계선 인접지역에서 군인이나 군무원으로서 복무하였거나, 고엽제 살포업무에 참가하고 전역 또는 퇴직하여 고엽제 질병이 있는 분을 지원합니다.

다음과 같은 고엽제 질병이 있는 경우, 선정합니다.
		
고엽제후유증: 비호지킨임파선암, 연조직육종암, 염소성여드름, 말초신경병, 만발성피부포르피린증, 호지킨병, 폐암, 후두암, 기관암, 다발성골수종, 전립선암, 버거병, 당뇨병, B-세포형 만성 백혈병, 만성골수성백혈병, 파킨슨병, 허혈성심장질환, AL 아밀로이드증
고엽제후유의증: 일광과민성피부염, 심상성건선, 지루성피부염, 만성담마진, 건성습진, 중추신경장애, 뇌경색증, 다발성신경마비, 다발성경화증, 근위축성신경측색경화증, 근질환, 악성종양, 간질환, 갑상선기능저하증, 고혈압, 뇌출혈, 동맥경화증, 무혈성괴사증, 고지혈증


","
고도장애는 981,000원, 중등도장애는 723,000원, 경도장애는 475,000원의 후유의증 수당을 지원합니다.
","
주소지 관할 보훈(지)청 또는 제주보훈청에 방문하거나 우편으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 보훈대상 등록신청 
보훈(지)청에서 보훈대상 등록을 신청

2 보훈심사•결정 
보훈심사위원회에서 보훈대상여부를 심사하고 결정

3 보훈급여 신청 
보훈(지)청에 보훈급여를 신청

4 지원대상여부 확인 
보훈(지)청에서 지원 여부를 확인


5 보훈급여 지급 
보훈(지)청에서 보훈급여를 지급

"
20,17150,고용보험 미적용자 출산급여 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17150,소득활동을 하고 있으나 고용보험의 '출산전후휴가급여'를 지원받지 못하는 출산여성에게 출산급여를 지원합니다.,,고용노동부 고객상담센터 1350,고용노동부,여성고용정책과,2019,2019-08-27,"
소득활동을 하고 있지만 고용보험 미적용으로 '출산전후휴가급여'를 받지 못하는 출산여성(유산, 사산의 경우 포함)에게 지원합니다.

출산전 18개월중 3개월 이상, 그리고 출산일 현재도 소득활동을 하고 있어야 하며 소득이 발생하여야 합니다.
[근로자]
									
①유형 : 출산전 30일 이상 고용보험에 가입하고 있고, 고용보험의 출산전후휴가급여 수급요건을 미충족*한 근로자* 출산전후휴가가 끝난 날 전까지 피보험단위 기간이 통산하여 180일 이상
②유형 : 고용보험법상 고용보험 적용제외 사업*의 근로자 및 적용제외 근로자**
* 적용제외 사업 : 농,임,어업 중 법인이 아닌자가 상시 4명 이하의 근로자를 사용하는 사업
총 공사금액이 2천만원 미만인 공사
연면적 100㎡ 이하 건축물의 건축, 200㎡ 이하 건축물의 대수선 공사
적용제외 사업의 입증 : 관련 업종이 명시된 사업자등록증 또는 공적기관이 등이 발급한 확인서(농업경영체등록확인서, 축산업허가증, 어업경영체등록확인서, 어업허가증, 임업후계자증서, 공사금액이 명시된 도급계약서 등)
** 적용제외 근로자 : 소정 근로시간이 월 60시간 미만인 근로자(주 15시간 미만 포함)

③유형 : 고용보험 미성립 사업장 소속의 고용보험 미가입 근로자


[1인 사업자]

 1인 사업자는 출산일 현재 피고용인이 없는 단독 및 공동사업자로서 예외적으로 출산일 이전 3개월 이후 보조인력을 채용한 경우는 지원가능합니다.
④유형 : 1인사업자로서 출산일 전전년도~당해년도 사업에 대한 세금신고(부가서, 소득세)사실이 있는자
* 부동산 임대 관련한 소득활동은 불인정(부동산임대업 제외)

⑤유형 : 1인사업자로 출산일 전전년도~당해년도 사업에 대한 세금신고 사실이 없는자



[그 밖의 소득활동을 하는 여성]

⑥유형 : 사업자등록을 하지 않은 특수형태 근로자 및 자유계약자(프리랜서) 등
* 특수형태 근로자(9개직종) : 보험설계사, 건설기계운전원, 학급지교사, 골프장캐디, 택배원, 퀵서비스배송원, 대출모집인, 신용카드회원모집인, 대리운전원


","
고용보험 미적용 출산급여 지원 대상자에게 다음과 같이 지원됩니다.
									
출산급여 : 총 150만원(월 50만원 x 3월분)
* 유산, 사산의 경우는 임신기간에 따라 급여수준과 지급횟수 상이
-  임신기간 15주까지 : 30만원 / 6~21주 : 50만원 / 22~27주 : 100만원 / 28주 이상 : 150만원 
신청기간 : 출산일 ~ 출산일로부터 1년 이내(※기간내 미신청시 소멸)
신청방법 : 방문, 우편, 인터넷 (본인 또는 소속 사업장의 주소지 관할 고용센터)
지급 결정 / 지급 : 신청접수 후 14일 이내 지급(부지급) 결정 및 통지 / 본인계좌로 지급 


","
고용보험 홈페이지(www.ei.go.kr)에 회원 가입 후 신청하거나, 가까운 고용센터를 방문하여 신청합니다.
"
21,123,고용복지플러스센터,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=123,국민들이 한 곳만 방문하면 다양한 고용과 복지 서비스 등을 받을 수 있도록 고용센터를 중심으로 고용 및 복지 서비스 기관이 한 공간에서 서비스를 제공합니다.,고용복지플러스센터 www.workplus.go.kr,보건복지부 콜센터 129,고용노동부,고용서비스정책과,2019,2019-03-11,"
세부사업별로 지원대상이 다르므로, 자세한 내용은 고용복지플러스센터 홈페이지를 참고하시기 바랍니다.
","
구인구직, 복지상담, 신용회복 등 다양한 고용복지 서비스를 한 곳에서 받을 수 있도록 여러 고용복지 서비스 기관이 연계하여 서비스를 제공합니다.
		
각 기관의 고유 업무를 수행하면서 고용 서비스 기관과 복지 서비스 기관 간에 필요한 서비스를 상호 연계하여 제공합니다.


실업급여, 취업성공 패키지, 직업훈련, 육아휴직급여, 기업지원 등 종합 고용 서비스를 제공합니다.
경력단절 여성에게 직업상담, 직업교육훈련, 인턴 및 취업 지원 등의 맞춤형 서비스를 제공합니다.
구인·구직 상담, 취업알선, 계층별 직업교육, 일자리 발굴 등의 다양한 취업지원 서비스를 제공합니다.
복지종합상담, 복지급여 신청, 희망케어센터 연계, 사례관리 등을 통해 어려움에 처한 분들을 대상으로 지원합니다.
저소득 주민의 근로여건 조성과 근로역량 향상을 지원하고, 사회적 경제영역을 확대하는 다양한 자활지원 서비스를 제공합니다.
","
고용복지플러스센터에 방문하여 신청합니다.
		☞ 우리지역 고용복지플러스센터 찾기(바로가기)


다음과 같이 지원합니다.

1 초기상담 및
		서비스 신청 
고용복지플러스센터에 방문하여 초기상담 및 서비스 신청

2 사실조사 및 심사 
고용복지플러스센터에서 대상자에 대한 사실조사 및 심사

3 서비스 결정 
고용복지플러스센터에서 서비스 결정

4 서비스 제공 
고용복지플러스센터에서 서비스 제공

"
22,13463,고위험 임산부 의료비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=13463,"고위험 임신의 치료와 관리에 필요한 진료비를 지원하여 경제적 부담을 줄이고, 건강한 출산을 보장합니다.",보건복지부 콜센터 http://www.129.go.kr,보건복지부 콜센터 129,보건복지부,출산정책과,2019,2019-01-29,"
19대 고위험 임신질환(조기진통, 분만관련 출혈, 중증 임신중독증, 양막의 조기파열, 태반조기박리, 전치태반, 절박유산, 양수과다증, 양수과소증, 분만전 출혈, 자궁경부무력증, 고혈압, 다태임신, 당뇨병, 대사장애를 동반한 임신과다구토, 신질환, 심부전, 자궁 내 성장 제한, 자궁 및 자궁의 부속기 질환)으로 진단받고 입원치료 받은 임산부를 지원합니다.

기초생활보장수급자 및 차상위계층이나 건강보험료 본인부담금 고지금액 기준으로 가구원수별 기준 중위소득 180% 이하인 가구를 선정합니다.
","
고위험 임산부 입원치료비의 급여 중 전액본인부담금 및 비급여 진료비의 90%(상급병실료 차액 및 환자특식 제외, 1인당 300만원 한도)를 지원합니다.
신청 기간은 분만일로부터 6개월 이내입니다.
","
시군구 보건소에 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시군구 보건소에 방문하여 서비스 신청

2 사실조사 및 심사 
시군구 보건소에서 사실조사 및 심사

3 서비스 결정 
시군구 보건소에서 서비스 결정

4 서비스 제공 
시군구 보건소에서 서비스 제공

"
23,246,고혈압·당뇨병 등록관리사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=246,"심뇌혈관 질환의 발생 및 재발을 감소시키고, 심뇌혈관질환으로 인한 사망 및 장애를 감소하고자 합니다.",G-Health http://www.g-health.kr/ 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,만성질환예방과,2019,2019-03-27,"
필수대상인 만 65세 이상 고혈압, 당뇨 환자에게 의료비를 지원하고, 교육 및 알림 상담 서비스를 지원합니다.
권고대상인 만 30세 이상 고혈압·당뇨 환자에게 교육 및 알림 상담 서비스를 지원합니다.
본 사업은 지역특화 사업으로써 아래의 지역에서만 시행합니다.
		
사업지역: 서울(성동구), 광주(광산구), 울산(중구), 세종(세종시), 경기(광명시, 남양주시, 안산시, 부천시, 하남시), 강원(동해시, 홍천군), 전북(진안군), 전남(목포시, 여수시, 장성군), 경북(경주시, 포항시), 경남(사천시), 제주(제주시)


","
교육 및 알림 상담 서비스는 공통적으로 제공합니다.
치료비로 월 3,500원(진료비 1,500원, 약제비 2,000원)을 지원합니다.
","
참여기관을 직접 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 방문이용상담 
참여기관(고혈압·당뇨병 등록·관리 의료기관/약국)에 방문하여 상담

2 의료서비스 제공 
의료기관에서 의료서비스를 제공

3 비용 상환 신청 
의료기관에 비용 상환을 신청

4 비용 상환 
보건소에 비용을 상환

"
24,219,공공(임대)주택신재생에너지지원(구 보금자리주택신재생보급),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=219,공공(임대)주택에 신재생 에너지 설비 설치를 지원하여 에너지 소외 계층에 대한 에너지 복지를 실현합니다.,에너지관리공단 신재생에너지 통합콜센터 http://greenhome.kemco.or.kr 한국토지주택공사 주택기술처 http://www.lh.or.kr/,한국토지주택공사 주택기술처 055-922-5344,산업통상자원부,재생에너지산업과,2019,2019-03-21,"
공공(임대)주택인 경우에 지원합니다.
		* 「공공주택 특별법」제2조제1호 가목의 주택으로, 「공공주택 특별법 시행령」 제2조 제1항 제1호와 제2호에 따른 임대조건으로 임대하는 주택

한국토지주택공사 또는 지방 공기업을 대상으로 합니다.
한국토지주택공사나 지방 공기업이 사업계획서를 접수하면 해당 기관에서 검토한 후 지원 여부를 결정하여 통보합니다.
","
태양광, 태양열, 지열, 연료전지, 소형풍력 등 신재생 에너지 설비 설치비용 일부를 지원합니다.
","
에너지 관리공단 부설 신재생 에너지센터에 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 신청 
신재생 에너지센터에 서비스 신청

2 지원대상 여부 확인 
신재생 에너지센터에서 지원대상 여부 확인

3 설치 비용 지원 
신재생 에너지센터에서 설치 비용을 지원

"
25,201,공공산림가꾸기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=201,"청년 실업자나 장년층 퇴직자 등을 산림사업에 투입하여 일자리를 창출하고, 산물수집을 확대하여 산림자원의 활용을 높입니다.",일자리사업통합정보시스템(일모아) http://www.ilmoa.go.kr 산림청 http://www.forest.go.kr/,산림청 대표전화 1588-3249,산림청,산림자원과,2019,2019-03-18,"
만 18세 이상의 성인 중에서 실업자 또는 정기적인 소득이 없는 일용근로자를 지원합니다.

산림육성의 특성상 기계 장비를 사용해야 하므로 청각, 간질, 정신질환 등의 장애가 있는 지원자
전년도 일자리 참여자 중에서 잦은 결근, 지각, 조퇴, 음주, 근무지 이탈 또는 감독자의 지시에 불응했던 참여자, 근무태도가 불량했던 참여자
고등학교, 대학교(2년제~3년제 대학 및 대학원 포함)에 재학 중인 학생

지방산림청장, 국유림관리소장 및 시장, 도지사, 군수, 구청장이 선발합니다.
다음은 일반선발 기준입니다.
		
사업별 자격 및 선발기준에 따라 정함
특별한 기술, 자격 및 경험을 필요로 하는 사업은 경험이 있는 자를 우선 고용할 수 있음


다음은 취업취약계층 우선 선발 기준입니다.
		
저소득층, 장애인, 장기실직자, 한부모가족 등 취업취약계층의 참여 목표인원(55% 이상)을 사전 확정하여 선발 및 사후관리
모집·공고시 '취업취약계층 우선 선발'을 명시토록 하고, 선발시 취업취약계층 지원자에게 가점 부여 등을 통해 우선 선발


신청자가 많을 경우 우선순위를 고려, 사업시행 기관별로 별도의 선발기준을 마련하여 선발합니다.
","
다음은 공공산림 가꾸기 사업유형입니다.
		
산림 바이오매스 수집단: 공공성이 강한 생활권 주변 산림정비 및 숲 가꾸기 산물 수집
숲 가꾸기 자원 조사단: 산림자원조사 업무 및 산림사업 DB 구축
숲 가꾸기 패트롤: 각종 산림피해(덩굴류, 병해충, 산림재해 등) 및 산림 내 현장민원 처리


산림 바이오매스 수집단, 숲 가꾸기 자원 조사단 사업에 참여한 인부에게는 1일 68,720원을 지급합니다.
숲 가꾸기 패트롤 사업에 참여한 인부에게는 1일 76,720원을 지급합니다.
","
지방 산림청, 국유림관리소에 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 상담 및 신청 
지방 산림청, 국유림관리소에 신청
		※ 사유림의 경우 지자체(읍/면/동, 시/군/구)에 신청

2 사실조사 및 심사 
읍/면/동 주민센터나 시/군/구청에서 조사

3 서비스 보장 
읍/면/동 주민센터나 시/군/구청에서 서비스를 보장

4 서비스 제공 
읍/면/동 주민센터나 시/군/구청에서 심의를 거쳐 일자리 제공

"
